Date,^W1DOW_close,MMM_close,ABBV_close,ALV_close,GOOGL_close,AMZN_close,AMGN_close,ABI.BR_close,AAPL_close,BHP_close,BA_close,BP_close,BATS.L_close,CVX_close,CSCO_close,C_close,KO_close,DD_close,XOM_close,META_close,GE_close,GSK_close,HSBA.L_close,INTC_close,IBM_close,JNJ_close,JPM_close,MA_close,MCD_close,MRK_close,MSFT_close,NESN.SW_close,NOVN_close,NVDA_close,ORCL_close,PEP_close,PFE_close,PM_close,PG_close,ROG_close,RY_close,SMSN.L_close,SAN_close,SIE.DE_close,TSM_close,V_close,7203.T_close,WMT_close,DIS_close
4/2/18,392.07,178.3197327,72.34231567,91.36177826,50.63150024,68.59950256,143.0638733,,39.72488022,30.77451134,308.7998657,30.10455132,,90.24002838,35.22975922,57.42443848,36.43767166,79.87969971,56.43984222,155.3899994,75.91217041,30.38142014,,42.36229324,112.6204453,109.0488281,93.09616089,167.0085449,140.2018585,43.58148956,83.54292297,,26.89999962,54.72963333,41.43947601,92.58204651,27.72485924,74.56077576,67.63943481,114.5100021,63.43340302,,5.569443703,,36.55558395,114.5410995,1206.555664,78.21933746,95.94734192
4/3/18,387.52,181.4312439,71.65415192,94.6359024,50.93399811,69.60250092,144.9334869,75.77825928,40.13244247,31.09859848,316.8254089,30.70800591,2975.284912,92.32238007,35.54761887,58.0774765,37.04396439,81.527771,57.82730865,156.1100006,75.97003174,30.71769714,515.7401123,43.08103561,112.4553299,112.3668671,94.37371063,167.8552704,142.5841827,44.25234222,84.66602325,65.23327637,27.20000076,55.79426956,41.32898712,93.56798553,28.22320175,76.32656097,68.56576538,116.4199982,63.59098053,988.8399048,5.595428467,87.20691681,37.39850235,115.3247528,1197.834473,79.36223602,96.68643951
4/4/18,389.17,182.4628143,73.51293945,96.17703247,51.48550034,70.52850342,149.4997864,75.81268311,40.89984894,31.25359726,313.5883789,30.9493866,3020.093506,92.04098511,35.67751694,58.7813797,37.77836227,82.00418854,57.71170425,155.1000061,76.83791351,31.21818924,514.5742798,43.28886032,115.6597748,114.1703415,95.80660248,169.0426178,143.7664032,44.6205101,87.13873291,65.07541656,28.39999962,56.01462555,41.89981079,95.28903961,28.57914925,77.14450073,69.08133698,118.5100021,63.34218216,960.8374634,5.595428467,86.4716568,37.79416275,115.9149017,1199.436279,79.74623871,98.17437744
4/5/18,390.47,183.3937531,72.93553925,94.67425537,51.63199997,72.58750153,148.1901855,77.66388702,41.18347931,31.3381443,322.1693115,31.62071419,3072.787842,94.30020142,36.21440887,59.55315018,37.91499329,84.25740051,58.59815216,159.3399963,77.70582581,31.17126465,523.5895996,43.62658691,115.5922241,114.4329834,97.06458282,171.0961761,145.7398834,44.61232758,87.18590546,66.32080078,28.10000038,54.81134415,42.31411362,95.62631226,28.2627449,77.74073792,68.86290741,117.7600021,63.95587921,984.4646606,5.716691494,89.51533508,37.26088333,117.2500534,1201.394409,80.28567505,99.30249023
4/6/18,394.04,178.0094299,71.01345825,93.76622772,50.49750137,70.2614975,144.8645325,76.8114624,40.13005829,30.74632072,312.3241882,31.50003433,3090.711914,92.26612091,35.27051163,58.17923737,37.50511169,82.02992249,57.71170425,157.1999969,75.56500244,31.22600555,516.6727295,42.24972153,112.9956818,112.1479874,94.64403534,165.3945618,143.3397827,43.65511703,85.15678406,66.63652802,29.89999962,53.04603195,41.27375031,94.52796173,27.81977844,77.22092438,68.53955841,113.0699997,63.2509613,979.2141724,5.647397995,89.34434509,36.48676682,113.8735123,1197.478394,79.26165771,97.59086609
4/9/18,389.52,178.4790802,71.56715393,93.80460358,51.00450134,70.30400085,146.1396637,76.58759308,40.52806091,30.73927879,308.8381958,31.4246006,3088.918945,93.24697113,35.6515274,58.89162827,37.42824936,82.00418854,57.71170425,157.9299927,74.23423767,31.50753593,520.9472656,42.90783691,114.5866089,113.3561401,95.78057861,166.0183868,143.321991,45.94586945,85.66641235,66.65407562,29.39999962,53.33323669,41.33820724,94.59715271,28.04917526,76.97633362,68.3035965,113.3199997,63.98903656,1001.091125,5.673383236,89.77183533,37.04584885,114.9280777,1199.792358,78.88677979,96.95874023
4/10/18,390.85,181.9763641,74.05079651,96.15782166,51.82500076,71.81099701,149.1637726,76.06238556,41.29072571,32.26109314,320.665741,32.26942825,3054.506592,95.55443573,36.81192017,59.7990799,37.56487656,84.83678436,59.40752411,165.0399933,75.50715637,32.04713058,523.4343262,44.39727783,116.6128693,114.0302505,97.61117554,170.2872162,144.690918,46.2158432,87.65779877,67.26799011,30.70000076,56.4281044,42.18522644,94.61444092,28.43677521,77.28208923,68.48712158,116.1200027,64.51150513,1012.467224,5.742676258,90.02832031,37.48451614,116.7953491,1217.056763,79.04220581,98.58282471
4/11/18,395.93,179.7538757,74.06660461,95.63348389,51.25299835,71.35250092,148.5434723,74.39200592,41.09766388,32.48654556,313.5117493,32.4806366,3025.470703,95.87601471,36.74264145,59.27327347,37.56487656,83.3432312,59.68501282,166.3200073,75.04425812,31.72649956,525.0665283,44.25005341,116.5903244,113.4874725,95.97146606,167.9870605,145.1976013,45.97859573,86.69515228,67.09259033,31.10000038,56.01462555,41.99187088,93.99173737,28.31020737,76.9916153,68.39972687,116.4499969,63.94758224,1006.341187,5.699368,88.81425476,37.3125,115.8858795,1218.302612,78.54850769,98.02850342
4/12/18,394.82,181.5066986,73.61908722,95.73579407,51.86449814,72.42500305,147.3458557,74.03898621,41.50283813,32.56405258,323.2037048,32.4806366,2992.490723,95.8599472,37.53066254,61.17298889,37.59902954,85.58356476,59.52314758,163.8699951,76.25933838,31.7656002,529.7294312,45.65290451,118.624054,114.1878586,98.35727692,170.3652039,143.6686401,46.42037582,88.3184433,66.77684784,31.29999924,58.08447647,42.24045181,93.67176056,28.72943878,76.63232422,67.98025513,118.6100006,63.75683975,1014.217468,5.716691494,89.53244019,37.71674728,117.1339569,1223.286255,78.10961914,97.62976837
4/13/18,396.13,180.7519073,73.3873291,95.29456329,51.80199814,71.53949738,147.7421722,73.39322662,41.64345169,32.97268295,315.3505249,32.40520477,2953.060059,96.41468811,37.23623657,60.22315216,38.00892258,85.19730377,60.00105667,164.5200043,78.05297852,31.73432541,532.5274658,44.90818024,117.6034393,114.3541794,95.6938324,169.8486328,143.7664032,46.77216721,87.84654999,67.09259033,31.39999962,57.31694794,42.42459869,94.49336243,28.72943878,77.85539246,68.48712158,118.9300003,63.1846199,1010.716797,5.725353241,89.65214539,36.68460083,116.8243561,1229.871704,78.64905548,97.59086609
4/16/18,395.64,182.5802155,74.00268555,96.6758194,52.30500031,72.07499695,147.6560211,72.90245056,41.90323639,32.60632324,317.7351685,32.22416687,2898.572266,97.04180145,37.49601364,59.42593002,38.1540947,86.27884674,60.54064178,164.8300018,77.12722015,31.64829254,522.1908569,45.37579727,118.4889755,115.3522186,95.6157608,169.4587555,143.6775818,47.98299789,88.87524414,67.554039,31.10000038,57.3144722,42.57251358,95.06417084,28.8955574,78.69625854,68.69684601,119.7399979,63.58267593,1023.843079,5.811969757,89.08786011,36.87382507,117.9176254,1234.499268,79.39880371,97.48389435
4/17/18,397.16,184.5846558,74.79386139,97.98674774,53.9679985,75.1914978,150.6715546,74.13371277,42.47999191,32.88108826,322.475769,32.17137146,2843.010254,97.65283203,38.6131134,59.14605713,38.32489014,86.97411346,60.37874985,168.6600037,79.78878021,31.67957497,524.9886475,46.3629837,120.7553253,114.2841415,95.6157608,173.8153839,144.4953766,48.49023056,90.66842651,68.16931915,31.70000076,58.81238174,43.13644791,94.15606689,28.73736,78.96380615,68.53955841,122.8099976,63.6324501,1024.718384,5.785984516,90.33612061,36.39214706,119.7752075,1226.667847,80.36798859,99.36082458
4/18/18,399.77,184.1065979,75.37724304,97.7053833,53.76950073,76.39199829,150.8697205,74.30589294,42.384655,33.909729,326.574707,32.83516693,2767.014893,99.55025482,38.64775085,58.50151443,38.00892258,87.63077545,61.06479263,166.3600006,79.03661346,31.62483215,525.7658691,46.42360687,111.6598511,111.8153229,94.84358978,174.9070129,143.8375702,48.20388794,91.0176239,68.07884216,31.70000076,58.52270508,43.5247345,92.52149963,28.86391068,77.54198456,68.33854675,123.1600037,63.75683975,1056.220947,5.855278969,90.67810059,36.05669785,120.4330902,1234.677368,80.06626892,98.42722321
4/19/18,401.54,183.5446777,74.33033752,96.810112,54.47249985,77.84549713,148.9914551,73.35877991,41.18347931,33.64200211,326.230011,32.94076157,2616.816895,99.46181488,38.58712387,59.60404205,37.83814621,85.66082001,61.21896362,168.1000061,80.94597626,31.186903,536.8018799,45.21992493,110.8418732,111.666481,96.92578125,174.4683685,141.8108215,47.97481155,90.70619202,68.22360992,31.29999924,56.70787048,43.28436661,91.30206299,28.8955574,65.46427155,66.10449219,120.3000031,63.29244614,1071.972534,5.889924526,92.01184845,34.00098038,119.9300079,1232.185303,80.35882568,98.1160202
4/20/18,400.61,182.6221771,74.00268555,96.06832123,53.86600113,76.37449646,147.8111115,73.60847473,39.49609375,33.60677338,324.3432922,32.81253433,2652.664063,98.33623505,38.18013,59.36657333,37.35139084,85.02993774,60.89519882,166.2799988,84.12827301,31.28074265,544.9622803,44.62241745,108.7405777,110.8873138,96.70889282,172.5873566,141.1352081,48.13024902,89.65859985,68.04264832,31.29999924,56.62617874,42.73891068,88.62969971,28.97466087,64.41703033,65.09022522,118.5599976,63.26755905,1037.844482,5.872601509,92.59323883,33.50210953,120.1621857,1238.236816,79.52679443,97.48389435
4/23/18,397.36,181.053833,74.45820618,96.15782166,53.69049835,75.89299774,150.4820099,72.84217072,39.38169479,33.28973007,324.5061035,33.12179184,2691.736572,99.35729218,38.31869507,58.92555237,37.55634308,84.46340179,61.33456039,165.8399963,84.01255035,31.53881645,549.6254883,44.25005341,109.4610214,111.0361481,96.24040985,170.979187,141.33078,49.29200363,89.9888916,67.80738831,31.70000076,55.43031693,42.3413887,88.71617889,29.10913086,63.95837784,64.38463593,118.7900009,63.29244614,1049.220337,5.881263256,92.74712372,33.33007813,120.4137344,1240.550537,78.72219849,97.39636993
4/24/18,396.43,168.6833649,73.01171875,95.1282959,51.13199997,73.00450134,148.1385193,72.73023987,38.83354187,33.5151825,315.1398315,33.37071991,2684.208496,98.52115631,37.87704849,58.62023926,36.7792511,81.34752655,60.39417267,159.6900024,84.93830109,31.78123283,553.355957,44.55315399,109.2358932,110.4758301,95.78926086,168.8447571,139.846283,49.16109085,87.88430023,68.205513,30.60000038,54.76676941,42.09178162,87.73023987,29.3147831,63.05636978,63.94364929,116.9400024,63.02614975,1015.092285,5.664721489,90.86618805,33.33007813,117.3274384,1265.468384,79.11536407,96.7253418
4/25/18,393.81,166.7627563,73.41931152,93.33136749,51.1495018,73.00849915,150.6284485,73.10909271,39.00274277,33.28973007,328.3560181,33.31791687,2760.203613,98.66586304,37.85106277,58.82377243,36.23273849,81.93981171,61.28061676,159.6900024,81.29312897,30.59257317,553.2003784,44.49252701,109.52108,110.9748535,95.42487335,168.0943146,138.6195374,48.78476334,87.11982727,68.07884216,30.39999962,53.64272308,42.29516983,87.47945404,29.01421356,62.53656387,63.76724625,116.8600006,62.97591019,1000.21582,5.69070673,89.61793518,32.83121109,117.2693939,1275.791748,79.70053864,98.3688736
4/26/18,392.36,165.2950745,77.87064362,93.74063873,52.16550064,75.89800262,151.0937042,73.85816956,39.13859177,33.40245819,328.289032,33.83086014,2843.010254,99.87184906,38.28405762,58.67113495,36.50599289,82.45480347,62.32894897,174.1600037,83.20249939,31.43715096,551.723877,45.93867111,110.1064224,112.0691833,95.52030182,173.6399384,141.2508087,48.60477829,88.96019745,69.16462708,29,55.76208115,42.48930359,89.30426025,29.14867783,62.29196167,64.16413879,117.1200027,63.1936264,1050.095459,5.638737202,89.54953003,32.83121109,122.9485779,1275.969604,80.40454102,97.09489441
4/27/18,394.93,164.4815063,78.90155792,87.39704132,51.57249832,78.6309967,152.8943939,72.48916626,38.68576813,32.78246307,326.4598083,33.3556366,2889.61084,101.8014374,38.71702957,58.50998688,36.98419571,82.81533051,59.96251678,173.5899963,83.20249939,31.71868706,559.2624512,45.66156006,109.9263,112.296814,94.91300964,171.4762726,140.7174225,48.65385437,90.43249512,69.38179016,28.10000038,56.03691101,42.09178162,87.96376801,29.26733398,63.10987473,64.2170639,113.1800003,64.04769897,1078.973511,5.656060219,90.18222809,32.83121109,121.9133759,1278.105469,79.81024933,96.50167847
4/30/18,396,163.0306244,77.15938568,85.72161102,50.92900085,78.3065033,150.326889,72.956604,39.38645554,32.93746185,319.4494629,33.63473511,2867.027344,100.5874023,38.3533287,57.89935684,36.89880371,81.42478943,59.93168259,172,81.40885162,31.36677742,563.7702026,44.70035553,108.7856293,110.7384796,94.37509918,173.7471466,148.8422241,48.16297913,88.2618103,69.65322876,29,55.6828537,42.22119904,87.29781342,28.95883369,62.68180466,63.80251694,106.6999969,63.6792717,1084.223511,5.647397995,90.31900787,33.07204437,122.7550583,1278.105469,80.88000488,97.57142639
5/1/18,394.78,163.5590363,81.57076263,86.37388611,52.03749847,79.11299896,145.8467407,,40.30165863,32.62041473,315.5995483,33.7931366,2796.050537,100.3864136,38.82094193,57.88240433,36.36936951,81.19302368,59.31500626,173.8600006,81.29312897,31.31202698,566.645752,46.18112946,108.8156204,110.3182831,94.37509918,175.6769257,145.2865448,47.4348526,89.65859985,,29,56.23746109,42.48007202,85.7324295,28.00171471,62.07027435,63.46736908,110.8099976,63.62903214,1066.722168,5.595428467,,33.48490524,123.3645859,1280.596924,79.91996765,97.30885315
5/2/18,394.24,163.1229401,80.21221161,88.05570221,51.30250168,78.48400116,145.9759827,70.69876862,42.08197021,33.07836533,310.4758911,33.71770096,2810.030762,100.8929138,37.98096466,57.66189575,35.91677475,81.74667358,59.19939041,176.0700073,82.0453186,30.89756012,567.1899414,45.29787064,106.9020004,108.1208191,93.62897491,181.1056213,142.8330994,46.87852478,88.25236511,69.11032867,30,56.03195572,42.07328796,84.08924866,27.59830093,61.22942352,62.56775665,110.5,63.52019119,1064.971924,5.650619984,92.47354126,32.46995544,122.2713165,1275.25769,78.94164276,96.88095093
5/3/18,392.79,164.1125183,80.14028931,88.61843109,51.31499863,78.60399628,143.3568115,71.13091278,42.15825272,33.57155228,316.7008667,33.74034119,2794.616211,101.310997,38.48321915,57.61949158,35.77160263,81.72090912,58.99898148,174.0200043,80.59880829,30.96793747,560.5837402,45.27187729,106.556778,107.7093506,93.03903198,181.7488556,142.2996979,47.06669617,88.78086853,68.58554077,30.5,57.68585205,41.65727234,84.40923309,27.49546814,61.48933792,62.93818665,108.8600006,63.57043076,1054.470703,5.598056793,91.9776535,32.77099991,123.0452957,1275.25769,78.84106445,96.04459381
5/4/18,391.48,167.1988373,80.05236816,89.23234558,52.54999924,79.04750061,144.7266541,72.03051758,43.81225204,34.00836182,320.2826233,34.20046616,2787.447266,100.925087,39.22793961,57.89216614,36.17295074,83.00847626,59.27646637,176.6100006,81.58242035,31.13998032,555.2212524,45.968647,107.9976349,108.7248993,94.07144928,183.3959656,146.6998749,47.24668503,89.80960083,69.09223938,30.10000038,59.1887207,42.25818634,85.61134338,27.55875015,62.58243561,63.88191986,112.9400024,63.74627304,1063.221924,5.641859531,93.31140137,33.19246674,123.9934616,1275.25769,80.02967834,98.3688736
5/7/18,394.25,167.9536743,79.62081909,89.34104156,52.97299957,80.00700378,144.7956238,72.39214325,44.12923431,33.71245956,326.0288391,34.46447372,,100.4507294,39.60030365,58.3693428,35.98509598,83.587883,59.92396164,177.9700012,81.40885162,31.1634407,,46.44766617,107.4798431,108.1996078,94.88697052,184.3023529,146.6732483,46.94397736,90.80999756,70.17801666,30,61.57052994,42.5909996,84.95409393,27.62994576,62.30725098,63.48501205,111.9000015,64.15657043,,5.598056793,93.79018402,33.07204437,125.057663,1281.664795,78.14618683,99.66231537
5/8/18,395.63,169.194931,79.43700409,89.11082458,52.92950058,79.61949921,145.1660767,72.956604,44.34134674,33.52927017,324.0559998,34.19292831,2730.809082,101.7612381,39.58298111,60.49962234,35.70328903,82.69943237,60.19375992,178.9199982,82.56604004,30.97576141,552.2678223,46.70895386,107.314743,107.3416519,96.29244995,185.6960754,146.468811,46.43674088,90.4230423,69.49036407,30.20000076,61.99638367,42.47081375,83.70870972,27.66949081,61.77216339,63.00875854,114.3600006,63.93048096,1052.720825,5.580535889,94.30316925,33.69994354,125.6768875,1273.477661,78.39305115,98.9912796
5/9/18,395.47,170.6039124,80.85951233,89.24512482,54.44749832,80.40000153,146.1568909,72.956604,44.65356445,34.62836075,329.9266968,35.28667831,2802.503174,103.4898148,39.86875153,61.30911636,35.67766571,85.01703644,61.61209106,182.6600037,84.59116364,31.45278931,559.1848755,47.32732391,108.2100906,108.1295776,98.39199829,185.7935638,145.9976959,47.41030884,91.48951721,70.03326416,31.20000076,63.32841873,43.06248474,83.16384125,27.81977844,62.67416763,63.82897949,114.8499985,64.75107574,1046.595093,5.685662746,97.97953796,33.84616089,126.5863113,1321.355591,75.94269562,97.22132111
5/10/18,397.8,171.9541626,82.19412994,90.59440613,55.27349854,80.45400238,147.1304474,70.43416595,45.29227829,35.14268112,331.1586304,35.05744553,2806.804688,103.5702209,40.09390259,61.83743286,36.01924896,86.20159912,62.99185944,185.5299988,84.99615479,31.63506126,568.6665039,47.88472748,109.4468918,109.7404327,99.15546417,188.1521454,146.7354736,47.50030518,92.40497589,,31.10000038,64.40542603,43.38606262,84.1238327,27.9875164,63.44623947,64.516922,116.3600006,65.6470108,1058.846069,5.738227844,99.09099579,34.20741653,126.7411118,1351.25708,76.08070374,98.88430786
5/11/18,400.44,172.0632172,83.25701141,91.01646423,55.16899872,80.14550018,149.8185425,70.38124847,45.12002945,35.51609039,329.6090698,35.01922989,2767.372803,104.3902893,39.77349091,62.08451462,35.98509598,86.17584229,63.2877388,186.9900055,84.47542572,31.72222519,571.8529663,47.61473083,109.3710327,111.3950653,98.78240204,188.4445343,147.019928,48.83384705,92.20677185,70.21421051,31.39999962,63.01892853,43.28436661,84.2621994,28.35493469,62.07027435,64.71096802,114.9899979,65.72238159,1051.845825,5.764509201,98.74900818,34.3278389,127.5345078,1342.535522,76.71556854,99.26358032
5/14/18,402.22,172.566391,84.62356567,91.68792725,55.33000183,80.07700348,151.6020355,70.61055756,45.01475143,36.06563568,331.6591187,35.45477295,2732.243408,104.832489,39.57432938,61.88002777,35.89969254,86.94837189,63.71600342,186.6399994,85.11188507,31.73015213,569.6769409,47.81505585,109.492424,110.3620148,98.81711578,187.2457581,146.4243164,48.82566833,92.51824951,69.94277191,31.5,63.2244339,43.28436661,84.02004242,28.64247894,61.81037903,64.63158417,118.7399979,66.00706482,1032.593872,5.755747795,98.73191833,34.36224365,126.9442902,1345.561401,77.64483643,99.62341309
5/15/18,403.01,169.7568512,83.25701141,93.08197021,54.24349976,78.80599976,148.483139,69.84324646,44.6056366,35.69927216,329.2817993,35.7527771,2743.356201,104.3098984,39.38381195,61.93114853,35.62644577,86.45910645,63.68483734,184.3200073,85.11188507,31.48449135,574.0289917,46.96152496,109.0674973,109.5478363,98.06231689,187.1288452,144.9487305,48.43296051,91.84815979,69.65322876,31.20000076,60.79806519,43.2751236,83.71736145,28.50669479,61.09948349,64.34052277,117.1900024,65.80612183,999.3409424,5.676902294,99.33039856,33.80316162,126.8378677,1337.374146,77.76442719,100.0902023
5/16/18,399.69,167.9117584,83.94429016,92.91571045,54.20449829,79.36399841,150.8968048,70.39888,45.02193069,36.26290894,328.1749573,35.69165039,2753.034424,104.165184,39.1067009,61.30911636,35.48126602,87.59214783,63.86392975,183.1999969,86.96340942,31.60335732,574.1845093,47.58860016,109.7428207,109.7404327,98.33126068,187.4991913,144.7798157,48.88293076,92.08512115,69.61704254,31.39999962,60.9094696,43.2011528,84.05464172,28.49870872,61.83329773,64.85207367,118.9199982,66.28340149,1015.092285,5.527970791,100.0143738,34.22462845,126.6347122,1343.959839,79.24575043,102.1519241
5/17/18,400.36,169.1867828,84.16806793,93.69586945,54.06299973,79.08799744,151.6347809,70.85751343,44.73723221,36.19949722,331.2260437,36.05841446,2735.111084,104.9923935,37.6345787,60.9767952,36.12171936,87.75952911,63.75491714,183.7599945,86.96340942,31.77770042,573.1246338,47.73667526,109.6441879,108.4272385,98.00157928,186.3490601,143.3931122,48.32660294,91.16568756,69.83419037,31.70000076,61.33037949,43.0255127,84.68597412,28.52266693,61.94796753,65.23133087,120.0199966,66.09079742,1006.341187,5.519211292,100.5102463,33.51071167,125.9079056,1344.671509,77.73683929,101.4711685
5/18/18,400.43,168.0046539,84.69551086,95.3968811,53.48199844,78.71849823,153.0673523,70.58409882,44.57453537,35.79790878,338.0499573,36.20360565,2724.357178,103.6947937,37.41809082,59.61342239,36.01924896,86.99987793,63.30330276,182.6799927,86.61623383,31.72222519,575.4803467,46.59572601,109.325531,108.7686615,96.41389465,185.5694275,143.0997314,48.3838768,91.33630371,69.7618103,31.20000076,60.89213181,42.82211304,84.33138275,28.46675682,61.72629166,64.78152466,119.0800018,65.33718872,1004.591248,5.370279789,100.4931488,33.04624557,125.9079056,1347.519043,76.95477295,101.0724335
